species,image_url
"Mangrove Kingfisher
",https://inaturalist-open-data.s3.amazonaws.com/photos/632917/small.jpg
"Shining-blue Kingfisher
",https://inaturalist-open-data.s3.amazonaws.com/photos/215240/small.jpg
"Half-collared Kingfisher
",https://inaturalist-open-data.s3.amazonaws.com/photos/324776/small.jpg
"Pied Kingfisher
",https://inaturalist-open-data.s3.amazonaws.com/photos/680631/small.jpg
"Crowned Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/25794/small.jpg
"Von der Decken's Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/33620/small.jpg
"Red-billed Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/63686/small.jpg
"African Pied Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/16525/small.jpg
"Eastern Yellow-bellied Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/645164/small.jpg
"Hemprich's Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/645870/small.jpg
"Jackson's Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/645874/small.jpg
"African Grey Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/82082/small.jpg
"Northern Ground Hornbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/3665/small.jpg
"Cape Turtle Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/22745/small.jpg
"African Mourning Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/137050/small.jpg
"Dusky Turtle-Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/220404/small.jpg
"White-winged Collared-Dove
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Red-eyed Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/20792/small.jpg
"Vinaceous Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/350955/small.jpg
"Rameron Pigeon
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Delegorgue's Pigeon
",https://inaturalist-open-data.s3.amazonaws.com/photos/220408/small.jpg
"Speckled Pigeon
",https://inaturalist-open-data.s3.amazonaws.com/photos/22746/small.jpg
"Black-billed Wood-Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/711005/small.jpg
"Blue-spotted Wood-Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/800057/small.jpg
"Emerald-spotted Wood-Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/171772/small.jpg
"Tambourine Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/708932/small.jpg
"African Green Pigeon
",https://inaturalist-open-data.s3.amazonaws.com/photos/25745/small.jpg
"Bruce's Green-Pigeon
",https://inaturalist-open-data.s3.amazonaws.com/photos/135844/small.jpg
"Namaqua Dove
",https://inaturalist-open-data.s3.amazonaws.com/photos/46720/small.jpg
"Blue-naped Mousebird
",https://inaturalist-open-data.s3.amazonaws.com/photos/657294/small.jpg
"White-headed Mousebird
",https://inaturalist-open-data.s3.amazonaws.com/photos/863784/small.jpg
"Speckled Mousebird
",https://inaturalist-open-data.s3.amazonaws.com/photos/161352/small.jpg
"Abdim's Stork
",https://inaturalist-open-data.s3.amazonaws.com/photos/228937/small.jpg
"White Stork
",https://inaturalist-open-data.s3.amazonaws.com/photos/104665/small.jpg
"Woolly-necked Stork
",https://inaturalist-open-data.s3.amazonaws.com/photos/152467/small.jpg
"Black Stork
",https://inaturalist-open-data.s3.amazonaws.com/photos/55237/small.jpg
"Yellow-billed Stork
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Saddle-billed Stork
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"African Openbilled Stork
",https://inaturalist-open-data.s3.amazonaws.com/photos/21248/small.jpg
"Little Crake
",https://inaturalist-open-data.s3.amazonaws.com/photos/8819/small.jpg
"Spotted Crake
",https://inaturalist-open-data.s3.amazonaws.com/photos/8817/small.jpg
"Baillon's Crake
",https://inaturalist-open-data.s3.amazonaws.com/photos/232373/small.jpg
"Black Crake
",https://inaturalist-open-data.s3.amazonaws.com/photos/56392/small.jpg
"African Rail
",https://inaturalist-open-data.s3.amazonaws.com/photos/324778/small.jpg
"Lesser Moorhen
",https://inaturalist-open-data.s3.amazonaws.com/photos/648314/small.jpg
"Corn Crake
",https://inaturalist-open-data.s3.amazonaws.com/photos/8801/small.jpg
"Red-knobbed Coot
",https://inaturalist-open-data.s3.amazonaws.com/photos/8795/small.jpg
"Allen's Gallinule
",https://inaturalist-open-data.s3.amazonaws.com/photos/648318/small.jpg
"Purple Swamphen
",https://inaturalist-open-data.s3.amazonaws.com/photos/7223/small.jpg
"Striped Crake
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Black Crowned-Crane
",https://inaturalist-open-data.s3.amazonaws.com/photos/87603/small.jpg
"Grey Crowned Crane
",https://inaturalist-open-data.s3.amazonaws.com/photos/5752/small.jpg
"Striped Flufftail
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Streaky-breasted Flufftail
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Buff-spotted Flufftail
",https://inaturalist-open-data.s3.amazonaws.com/photos/171768/small.jpg
"White-spotted Flufftail
",https://inaturalist-open-data.s3.amazonaws.com/photos/171767/small.jpg
"Red-chested Flufftail
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"African Finfoot
",https://inaturalist-open-data.s3.amazonaws.com/photos/860506/small.jpg
"Sabine's Spinetail
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Little Swift
",https://inaturalist-open-data.s3.amazonaws.com/photos/22792/small.jpg
"Common Swift
",https://inaturalist-open-data.s3.amazonaws.com/photos/8978/small.jpg
"Forbes-Watson's Swift
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"White-rumped Swift
",https://inaturalist-open-data.s3.amazonaws.com/photos/35014/small.jpg
"Nyanza Swift
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"African Palm-Swift
",https://inaturalist-open-data.s3.amazonaws.com/photos/143939/small.jpg
"Bat-like Spinetail
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Scarce Swift
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Mottled Spinetail
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Stone Partridge
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Helmeted Guineafowl
",https://inaturalist-open-data.s3.amazonaws.com/photos/8758/small.jpg
"Crested Guineafowl
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Vulturine Guineafowl
",https://inaturalist-open-data.s3.amazonaws.com/photos/10605/small.jpg
"Red-necked Francolin
",https://inaturalist-open-data.s3.amazonaws.com/photos/33616/small.jpg
"Chestnut-naped Francolin
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Clapperton's Francolin
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Coqui Francolin
",https://inaturalist-open-data.s3.amazonaws.com/photos/5844/small.jpg
"Hildebrandt's Francolin
",https://inaturalist-open-data.s3.amazonaws.com/photos/776673/small.jpg
"Jackson's Francolin
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Yellow-necked Francolin
",https://inaturalist-open-data.s3.amazonaws.com/photos/33621/small.jpg
"Red-wing Francolin
",https://inaturalist-open-data.s3.amazonaws.com/photos/730057/small.jpg
"Moorland Francolin
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Crested Francolin
",https://inaturalist-open-data.s3.amazonaws.com/photos/33622/small.jpg
"Shelley's Francolin
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Scaly Francolin
",https://inaturalist-open-data.s3.amazonaws.com/photos/776670/small.jpg
"Ring-necked Francolin
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Common Quail
",https://inaturalist-open-data.s3.amazonaws.com/photos/8821/small.jpg
"Harlequin Quail
",https://inaturalist-open-data.s3.amazonaws.com/photos/6148/small.jpg
"Egyptian Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/801857/small.jpg
"Sanderling
",https://inaturalist-open-data.s3.amazonaws.com/photos/4803/small.jpg
"Curlew Sandpiper
",https://inaturalist-open-data.s3.amazonaws.com/photos/16919/small.jpg
"Little Stint
",https://inaturalist-open-data.s3.amazonaws.com/photos/16914/small.jpg
"Temminck's Stint
",https://inaturalist-open-data.s3.amazonaws.com/photos/16913/small.jpg
"Spotted Redshank
",https://inaturalist-open-data.s3.amazonaws.com/photos/16921/small.jpg
"Wood Sandpiper
",https://inaturalist-open-data.s3.amazonaws.com/photos/26048/small.jpg
"Common Greenshank
",https://inaturalist-open-data.s3.amazonaws.com/photos/3580/small.jpg
"Green Sandpiper
",https://inaturalist-open-data.s3.amazonaws.com/photos/8829/small.jpg
"Marsh Sandpiper
",https://inaturalist-open-data.s3.amazonaws.com/photos/16920/small.jpg
"Common Redshank
",https://inaturalist-open-data.s3.amazonaws.com/photos/5641/small.jpg
"Eurasian Curlew
",https://inaturalist-open-data.s3.amazonaws.com/photos/6081/small.jpg
"Whimbrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/4281/small.jpg
"Jack Snipe
",https://inaturalist-open-data.s3.amazonaws.com/photos/65314/small.jpg
"Great Snipe
",https://inaturalist-open-data.s3.amazonaws.com/photos/73946/small.jpg
"African Snipe
",https://inaturalist-open-data.s3.amazonaws.com/photos/99521/small.jpg
"Ruddy Turnstone
",https://inaturalist-open-data.s3.amazonaws.com/photos/7613/small.jpg
"Bar-tailed Godwit
",https://inaturalist-open-data.s3.amazonaws.com/photos/8832/small.jpg
"Black-tailed Godwit
",https://inaturalist-open-data.s3.amazonaws.com/photos/8837/small.jpg
"Terek Sandpiper
",https://inaturalist-open-data.s3.amazonaws.com/photos/67447/small.jpg
"Common Sandpiper
",https://inaturalist-open-data.s3.amazonaws.com/photos/8839/small.jpg
"Greater Painted-snipe
",https://inaturalist-open-data.s3.amazonaws.com/photos/66498/small.jpg
"Herring Gull
",https://inaturalist-open-data.s3.amazonaws.com/photos/382059/small.jpg
"Lesser Black-backed Gull
",https://inaturalist-open-data.s3.amazonaws.com/photos/8849/small.jpg
"Roseate Tern
",https://inaturalist-open-data.s3.amazonaws.com/photos/65315/small.jpg
"Common Tern
",https://inaturalist-open-data.s3.amazonaws.com/photos/8932/small.jpg
"White-cheeked Tern
",https://inaturalist-open-data.s3.amazonaws.com/photos/315198/small.jpg
"Black-naped Tern
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"African Skimmer
",https://inaturalist-open-data.s3.amazonaws.com/photos/6283/small.jpg
"White-winged Tern
",https://inaturalist-open-data.s3.amazonaws.com/photos/26147/small.jpg
"African Jacana
",https://inaturalist-open-data.s3.amazonaws.com/photos/8075/small.jpg
"Lesser Jacana
",https://inaturalist-open-data.s3.amazonaws.com/photos/760190/small.jpg
"Cream-colored Courser
",https://inaturalist-open-data.s3.amazonaws.com/photos/54686/small.jpg
"Temminck's Courser
",https://inaturalist-open-data.s3.amazonaws.com/photos/650625/small.jpg
"Black-winged Pratincole
",https://inaturalist-open-data.s3.amazonaws.com/photos/54682/small.jpg
"Rock Pratincole
",https://inaturalist-open-data.s3.amazonaws.com/photos/54681/small.jpg
"Madagascar Pratincole
",https://inaturalist-open-data.s3.amazonaws.com/photos/54677/small.jpg
"Collared Pratincole
",https://inaturalist-open-data.s3.amazonaws.com/photos/54672/small.jpg
"Bronze-winged Courser
",https://inaturalist-open-data.s3.amazonaws.com/photos/46721/small.jpg
"Three-banded Courser
",https://inaturalist-open-data.s3.amazonaws.com/photos/54689/small.jpg
"Kentish Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/4777/small.jpg
"Caspian Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/23634/small.jpg
"Little Ringed Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/8957/small.jpg
"Common Ringed Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/8955/small.jpg
"Greater Sand Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/23625/small.jpg
"White-fronted Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/23636/small.jpg
"Lesser Sand-Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/23618/small.jpg
"Chestnut-banded Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/23632/small.jpg
"Kittlitz's Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/23658/small.jpg
"Three-banded Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/23638/small.jpg
"Blacksmith Lapwing
",https://inaturalist-open-data.s3.amazonaws.com/photos/7414/small.jpg
"Crowned Lapwing
",https://inaturalist-open-data.s3.amazonaws.com/photos/7421/small.jpg
"Long-toed Lapwing
",https://inaturalist-open-data.s3.amazonaws.com/photos/33171/small.jpg
"Senegal Lapwing
",https://inaturalist-open-data.s3.amazonaws.com/photos/291990/small.jpg
"Black-winged Lapwing
",https://inaturalist-open-data.s3.amazonaws.com/photos/633508/small.jpg
"African Wattled Lapwing
",https://inaturalist-open-data.s3.amazonaws.com/photos/31892/small.jpg
"Spur-winged Lapwing
",https://inaturalist-open-data.s3.amazonaws.com/photos/8192/small.jpg
"Brown-chested Lapwing
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Black-headed Lapwing
",https://inaturalist-open-data.s3.amazonaws.com/photos/31907/small.jpg
"Pacific Golden-Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/5800/small.jpg
"Black-bellied Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/5802/small.jpg
"Spotted Thick-knee
",https://inaturalist-open-data.s3.amazonaws.com/photos/171774/small.jpg
"Senegal Thick-knee
",https://inaturalist-open-data.s3.amazonaws.com/photos/686360/small.jpg
"Water Thick-knee
",https://inaturalist-open-data.s3.amazonaws.com/photos/666581/small.jpg
"Crab Plover
",https://inaturalist-open-data.s3.amazonaws.com/photos/3467/small.jpg
"European Oystercatcher
",https://inaturalist-open-data.s3.amazonaws.com/photos/4701/small.jpg
"Black-winged Stilt
",https://inaturalist-open-data.s3.amazonaws.com/photos/3621/small.jpg
"Pied Avocet
",https://inaturalist-open-data.s3.amazonaws.com/photos/8186/small.jpg
"Pomarine Jaeger
",https://inaturalist-open-data.s3.amazonaws.com/photos/19752/small.jpg
"Great Crested Grebe
",https://inaturalist-open-data.s3.amazonaws.com/photos/3247/small.jpg
"Eared Grebe
",https://inaturalist-open-data.s3.amazonaws.com/photos/1562/small.jpg
"Little Grebe
",https://inaturalist-open-data.s3.amazonaws.com/photos/8844/small.jpg
"Wedge-tailed Shearwater
",https://inaturalist-open-data.s3.amazonaws.com/photos/20021/small.jpg
"Matsudaira's Storm-Petrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/232431/small.jpg
"Wilson's Storm-Petrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/17828/small.jpg
"Black-bellied Storm-Petrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/232435/small.jpg
"African Spoonbill
",https://inaturalist-open-data.s3.amazonaws.com/photos/333406/small.JPG
"African Sacred Ibis
",https://inaturalist-open-data.s3.amazonaws.com/photos/29838/small.jpg
"Hadada
",https://inaturalist-open-data.s3.amazonaws.com/photos/20790/small.jpg
"Olive Ibis
",https://inaturalist-open-data.s3.amazonaws.com/photos/963671/small.jpg
"Glossy Ibis
",https://inaturalist-open-data.s3.amazonaws.com/photos/149019/small.jpg
"Hamerkop
",https://inaturalist-open-data.s3.amazonaws.com/photos/7908/small.jpg
"Great White Pelican
",https://inaturalist-open-data.s3.amazonaws.com/photos/16027/small.jpg
"Pink-backed Pelican
",https://inaturalist-open-data.s3.amazonaws.com/photos/16030/small.jpg
"Black Heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/21821/small.jpg
"Little Egret
",https://inaturalist-open-data.s3.amazonaws.com/photos/7789/small.jpg
"Western Reef Egret
",https://inaturalist-open-data.s3.amazonaws.com/photos/4936/small.jpg
"Grey Heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/3573/small.jpg
"Goliath Heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/7627/small.jpg
"Black-headed Heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/7630/small.jpg
"Purple Heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/7625/small.jpg
"Madagascar Pond Heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/135677/small.jpg
"Squacco Heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/31944/small.jpg
"Rufous-bellied Heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/25786/small.jpg
"Little Bittern
",https://inaturalist-open-data.s3.amazonaws.com/photos/8859/small.jpg
"Dwarf Bittern
",https://inaturalist-open-data.s3.amazonaws.com/photos/89122/small.jpg
"Cattle Egret
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Intermediate Egret
",https://inaturalist-open-data.s3.amazonaws.com/photos/776662/small.jpg
"White-backed Night-heron
",https://inaturalist-open-data.s3.amazonaws.com/photos/732764/small.jpg
"Shoebill
",https://inaturalist-open-data.s3.amazonaws.com/photos/16032/small.jpg
"Lesser Kestrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/665540/small.jpg
"Amur Falcon
",https://inaturalist-open-data.s3.amazonaws.com/photos/19792/small.jpg
"Grey Kestrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/665407/small.jpg
"Lanner Falcon
",https://inaturalist-open-data.s3.amazonaws.com/photos/19788/small.jpg
"Saker Falcon
",https://inaturalist-open-data.s3.amazonaws.com/photos/19794/small.jpg
"Red-necked Falcon
",https://inaturalist-open-data.s3.amazonaws.com/photos/19780/small.jpg
"African Hobby
",https://inaturalist-open-data.s3.amazonaws.com/photos/188605/small.jpg
"Dickinson's Kestrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/961887/small.jpg
"Taita Falcon
",https://inaturalist-open-data.s3.amazonaws.com/photos/782451/small.jpg
"Peregrine Falcon
",https://inaturalist-open-data.s3.amazonaws.com/photos/1022/small.jpg
"Greater Kestrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/43717/small.jpg
"Eurasian Kestrel
",https://inaturalist-open-data.s3.amazonaws.com/photos/8853/small.jpg
"Red-footed Falcon
",https://inaturalist-open-data.s3.amazonaws.com/photos/19777/small.jpg
"African Pygmy Falcon
",https://inaturalist-open-data.s3.amazonaws.com/photos/782457/small.jpg
"Fulvous Whistling-Duck
",https://inaturalist-open-data.s3.amazonaws.com/photos/9159/small.jpg
"White-faced Whistling Duck
",https://inaturalist-open-data.s3.amazonaws.com/photos/21846/small.jpg
"White-backed Duck
",https://inaturalist-open-data.s3.amazonaws.com/photos/135982/small.jpg
"Cape Teal
",https://inaturalist-open-data.s3.amazonaws.com/photos/782508/small.jpg
"Green-winged Teal
",https://inaturalist-open-data.s3.amazonaws.com/photos/1768/small.jpg
"Red-billed Teal
",https://inaturalist-open-data.s3.amazonaws.com/photos/669087/small.jpg
"Hottentot Teal
",https://inaturalist-open-data.s3.amazonaws.com/photos/164325/small.jpg
"Eurasian Wigeon
",https://inaturalist-open-data.s3.amazonaws.com/photos/993/small.jpg
"Mallard
",https://inaturalist-open-data.s3.amazonaws.com/photos/1106/small.jpg
"Garganey
",https://inaturalist-open-data.s3.amazonaws.com/photos/8980/small.jpg
"African Black Duck
",https://inaturalist-open-data.s3.amazonaws.com/photos/164319/small.jpg
"Gadwall
",https://inaturalist-open-data.s3.amazonaws.com/photos/1882/small.jpg
"yellow-billed duck
",https://inaturalist-open-data.s3.amazonaws.com/photos/26122/small.jpg
"Common Pochard
",https://inaturalist-open-data.s3.amazonaws.com/photos/8985/small.jpg
"Tufted Duck
",https://inaturalist-open-data.s3.amazonaws.com/photos/1377/small.jpg
"Maccoa Duck
",https://inaturalist-open-data.s3.amazonaws.com/photos/21992/small.jpg
"Southern Pochard
",https://inaturalist-open-data.s3.amazonaws.com/photos/309899/small.jpg
"African Pygmy-Goose
",https://inaturalist-open-data.s3.amazonaws.com/photos/103688/small.jpg
"Spur-winged Goose
",https://inaturalist-open-data.s3.amazonaws.com/photos/32048/small.jpg
"Comb Duck
",https://inaturalist-open-data.s3.amazonaws.com/photos/31942/small.jpg
"Eastern Imperial Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/26266/small.jpg
"Steppe Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/26276/small.jpg
"Tawny Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/26272/small.jpg
"Verreaux's Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/148457/small.jpg
"Shikra
",https://inaturalist-open-data.s3.amazonaws.com/photos/26284/small.jpg
"Levant Sparrowhawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/1004687/small.jpg
"Black Goshawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/188587/small.jpg
"Little Sparrowhawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/756972/small.jpg
"Eurasian Sparrowhawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/6932/small.jpg
"Ovampo Sparrowhawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/188586/small.jpg
"Rufous-chested Sparrowhawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/188588/small.jpg
"African Goshawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/188584/small.jpg
"Ayres's Hawk-Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/188589/small.jpg
"Western Marsh-Harrier
",https://inaturalist-open-data.s3.amazonaws.com/photos/39834/small.jpg
"Pale Harrier
",https://inaturalist-open-data.s3.amazonaws.com/photos/26299/small.jpg
"Montagu's Harrier
",https://inaturalist-open-data.s3.amazonaws.com/photos/8974/small.jpg
"African Marsh-Harrier
",https://inaturalist-open-data.s3.amazonaws.com/photos/188591/small.jpg
"Augur Buzzard
",https://inaturalist-open-data.s3.amazonaws.com/photos/33147/small.jpg
"Common Buzzard
",https://inaturalist-open-data.s3.amazonaws.com/photos/8862/small.jpg
"Mountain Buzzard
",https://inaturalist-open-data.s3.amazonaws.com/photos/770127/small.jpg
"Long-legged Buzzard
",https://inaturalist-open-data.s3.amazonaws.com/photos/26297/small.jpg
"Bateleur
",https://inaturalist-open-data.s3.amazonaws.com/photos/767149/small.jpg
"Banded Snake-Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/188595/small.jpg
"Brown Snake Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/26040/small.jpg
"Fasciated Snake Eagle
",https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png
"Short-toed Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/1004677/small.jpg
"Black-breasted Snake Eagle
",https://inaturalist-open-data.s3.amazonaws.com/photos/44932/small.jpg
"African Harrier-Hawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/188599/small.jpg
"African Cuckoo-Hawk
",https://inaturalist-open-data.s3.amazonaws.com/photos/33683/small.jpg
"Black Kite
",https://inaturalist-open-data.s3.amazonaws.com/photos/3836/small.jpg
