species,image_url,image_filename
Tawny-flanked Prinia,https://inaturalist-open-data.s3.amazonaws.com/photos/226274/small.jpg,55e8d8c1e1585f6fb54356c8fce8afb10664188a.jpg
Green-backed Camaroptera,https://inaturalist-open-data.s3.amazonaws.com/photos/163798/small.jpg,03e16eb05425c02b310531486f284a60c19c6320.jpg
Olive-green Camaroptera,https://inaturalist-open-data.s3.amazonaws.com/photos/143944/small.jpg,492cbaabd5687c7d647fb8219ce00d010dee61f7.jpg
White-winged Apalis,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Gray Apalis,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Yellow-breasted Apalis,https://inaturalist-open-data.s3.amazonaws.com/photos/258458/small.jpg,c1dff3481a25891230338cb6b4d7da7f0ce9e2b0.jpg
Black-throated Apalis,https://inaturalist-open-data.s3.amazonaws.com/photos/771494/small.jpg,5adcc39008c845bf30210bdbfcdf84c3b016022a.jpg
Karamoja Apalis,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Black-headed Apalis,https://inaturalist-open-data.s3.amazonaws.com/photos/771477/small.jpg,b7dcc629703342d5c9ffad28f057eb20d9ec3e4b.jpg
Chestnut-throated Apalis,https://inaturalist-open-data.s3.amazonaws.com/photos/771480/small.jpg,8b39c84194c6944539851ad1d0c7bc58d60e541c.jpg
Gray-capped Warbler,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
White-necked Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/35092/small.jpg,d6c55fece690f2984696d8c974d2f6ba7e202d76.jpg
Pied Crow,https://inaturalist-open-data.s3.amazonaws.com/photos/32121/small.jpg,a6a9f0268179eb7d560612e6ccee1f0f1fbf4c8f.jpg
Cape Crow,https://inaturalist-open-data.s3.amazonaws.com/photos/151745/small.jpg,18825ddbbaf8d15ae11ff935e0e14e6eae8d7030.jpg
Fan-tailed Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/35099/small.jpg,26125674d5265ca72c52d2ee47b7732220750241.jpg
Brown-necked Raven,https://inaturalist-open-data.s3.amazonaws.com/photos/35093/small.jpg,f9fc9cfc244599d29a0f668b7ae59b26b52d5c1b.jpg
House Crow,https://inaturalist-open-data.s3.amazonaws.com/photos/32119/small.jpg,290607372e5915f61540333702d7219e2171a438.jpg
Piapiac,https://inaturalist-open-data.s3.amazonaws.com/photos/151770/small.jpg,0a737de7b7e3c17158cd2874e6be4d6684edc716.jpg
Oriole Finch,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Black-throated Canary,https://inaturalist-open-data.s3.amazonaws.com/photos/164283/small.jpg,41a92353fd407f2de8c726d2588b9041a8f3b971.jpg
Southern Grosbeak-Canary,https://inaturalist-open-data.s3.amazonaws.com/photos/987815/small.jpg,a95234792c126df2c71d4cbfce0c59f340ecda26.jpg
Thick-billed Seedeater,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
African Citril,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Northern Grosbeak-Canary,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
White-bellied Canary,https://inaturalist-open-data.s3.amazonaws.com/photos/987794/small.jpg,7b77d723e595085d5eb1b6ef25cfee67aa09ff20.jpg
Western Citril,https://inaturalist-open-data.s3.amazonaws.com/photos/987811/small.jpg,a5fa490fe91a98559aa4fc3890e08d2272c057e3.jpg
Streaky-headed Seedeater,https://inaturalist-open-data.s3.amazonaws.com/photos/323175/small.JPG,fd05e1c015694f5ecb25f90dfdfdfa79880391d1.jpg
Southern Citril,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Papyrus Canary,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Tanzania Seedeater,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Yellow-fronted Canary,https://inaturalist-open-data.s3.amazonaws.com/photos/68164/small.jpg,966cc332cd960f2a2e277c5d1a1bed52124ad5e2.jpg
Reichard's Seedeater,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Streaky Seedeater,https://inaturalist-open-data.s3.amazonaws.com/photos/164089/small.jpg,c5ffd4019ecf8bf4b1a86b9da332e192206ea63e.jpg
Brimstone Canary,https://inaturalist-open-data.s3.amazonaws.com/photos/258463/small.jpg,9173fbf8f039dd70e7fb82886663c597af33c357.jpg
Black Coucal,https://inaturalist-open-data.s3.amazonaws.com/photos/65310/small.jpg,4dc48aae40ead1390c410a665c1f7eeed0f1c99f.jpg
Blue-headed Coucal,https://inaturalist-open-data.s3.amazonaws.com/photos/103673/small.jpg,2d7d8a08703ff9deea6e9e0dbeaa479e9aa9b4fb.jpg
Senegal Coucal,https://inaturalist-open-data.s3.amazonaws.com/photos/8435/small.jpg,e422dc89286fe4ca83ec85b85663dffdfe65c12b.jpg
White-browed Coucal,https://inaturalist-open-data.s3.amazonaws.com/photos/31625/small.jpg,2cd2967ca986d7be3e9625c8e1c23b61ca41d85f.jpg
Dideric Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/649468/small.jpg,a8b9b61781a6bbd08b7985216e612c1d647a5d56.jpg
African Emerald Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/632922/small.jpg,94a8cf537956e9aa1f04a84826c7cf96a7d19f1f.jpg
Klaas's Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/103675/small.jpg,17c172be914f61f37151b65393ee8daab7ef4eb1.jpg
Great Spotted Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/81559/small.jpg,29194067968db58bb28fe2426f51016fef02301c.jpg
Jacobin Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/25989/small.jpg,b82342fb5bf334723161cdcc284c0fe6c9ca5614.jpg
Levaillant's Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/103679/small.jpg,dc6c4cb5b35fc4bec51c1cc1b955fa5f4bbc32af.jpg
Common Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/8823/small.jpg,6960a9edf1b871ed9f741081758ddb074ad48e7e.jpg
Black Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/103684/small.jpg,8b5976776f5a45d0243c8cec74d9c1500e480c60.jpg
African Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/103683/small.jpg,b0e48032f64b723ebdbf711c29c039b898edc8b2.jpg
Lesser Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/16892/small.jpg,378ba33248f5098231b0c0917a17a197345f495d.jpg
Madagascar Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/811368/small.jpg,70b24c535015a4ad340187a16987fda7d825f300.jpg
Red-chested Cuckoo,https://inaturalist-open-data.s3.amazonaws.com/photos/103680/small.jpg,6d5a533bfe70812dfa3bde7306b7dc10d5dd0db0.jpg
Barred Long-tailed Cuckoo,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Thick-billed Cuckoo,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Yellowbill,https://inaturalist-open-data.s3.amazonaws.com/photos/103685/small.jpg,b007082441505e3ecd43535041396db0f58b4228.jpg
Fischer's Turaco,https://inaturalist-open-data.s3.amazonaws.com/photos/807860/small.jpg,97d318d85bf9c2011b18eb3947ea29da1f4abb85.jpg
Hartlaub's Turaco,https://inaturalist-open-data.s3.amazonaws.com/photos/807856/small.jpg,d0c16ebeec95061c4bea0c673277ae8dbf9939f4.jpg
White-crested Turaco,https://inaturalist-open-data.s3.amazonaws.com/photos/6294/small.jpg,f3d68b7ab50fb571b541456baa2e240d4c0aefb5.jpg
Purple-crested Turaco,https://inaturalist-open-data.s3.amazonaws.com/photos/32472/small.jpg,30a7d49f43fcb0f2e22e8aa294867791d4546761.jpg
Schalow's Turaco,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
White-bellied Go-away Bird,https://inaturalist-open-data.s3.amazonaws.com/photos/12563/small.jpg,b9a3974cb2f7402d8cec98ea1ed004938b241dc5.jpg
Bare-faced Go-away Bird,https://inaturalist-open-data.s3.amazonaws.com/photos/654973/small.jpg,649870a06eb9b4da10813c13c8eb1d8885cf6f81.jpg
Ross's Turaco,https://inaturalist-open-data.s3.amazonaws.com/photos/32467/small.jpg,0c27f037f810fb411bc3f76a28997da81afd9314.jpg
Eastern Grey Plantain-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/5522/small.jpg,c459fc326f536f587a19a19b0da87f27495d525e.jpg
Great Blue Turaco,https://inaturalist-open-data.s3.amazonaws.com/photos/646818/small.jpg,9a70bcc0803585fa6125ea9cdc7792e3ba562fca.jpg
Whitethroated Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/88753/small.jpg,60816d7eba8b4fec97b761bda9b05d2d0887ca18.jpg
European Bee-Eater,https://inaturalist-open-data.s3.amazonaws.com/photos/25156/small.jpg,d72571f9320b557fc3114976aaca90edb825c38e.jpg
White-fronted Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/34910/small.jpg,e33e647ea31cd9ff4f6515457c85b4249060f3e5.jpg
Swallow-tailed Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/8080/small.jpg,5e9b781ebd20bd4cd77ec671e45a472f29d37610.jpg
Blue-headed Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/656467/small.jpg,bf6c8d3ac2a8392e0e6fc6de2b31eaff445ced69.jpg
Northern Carmine Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/156585/small.jpg,5dc229dbf4ed1121c84367d34e6433ef6bc2aedf.jpg
Cinnamon-chested Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/656341/small.jpg,d1ab86fc49e1c2849cfac45f6d5f738ce1bd21f6.jpg
Blue-cheeked Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/49854/small.jpg,19a5507dbc6080ff12a91f78004e6e9c171fc878.jpg
Little Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/7903/small.jpg,064c6b472342ff62966db0ee816d23cecb176acb.jpg
Somali Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/656463/small.jpg,0c30bbfb096c2fdf6ebeafdbbc6537f231b99309.jpg
Madagascar Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/629553/small.jpg,bb83f2e374af207d2e8565050fef1a1042ec4aef.jpg
Blue-breasted Bee-eater,https://inaturalist-open-data.s3.amazonaws.com/photos/656471/small.jpg,6892d022c9a987d7c3b0972be7e4481ff38fde81.jpg
Abyssinian Roller,https://inaturalist-open-data.s3.amazonaws.com/photos/7433/small.jpg,d1f6ac68c469958203d03a312741224916ede676.jpg
Lilac-breasted Roller,https://inaturalist-open-data.s3.amazonaws.com/photos/8050/small.jpg,d6e2609971149116b40dd66ac00a61e7520635f0.jpg
European Roller,https://inaturalist-open-data.s3.amazonaws.com/photos/5909/small.jpg,2ca5d3efc9f22a24ab59f9533e2c2d04c99cde7a.jpg
Broad-billed Roller,https://inaturalist-open-data.s3.amazonaws.com/photos/802988/small.jpg,31f95a62c439b686d99d139b5b0844cad549e2b0.jpg
Brown-hooded Kingfisher,https://inaturalist-open-data.s3.amazonaws.com/photos/740247/small.jpg,64f85ffbc3816405ddb7464609f0a3eb900ff087.jpg
Striped Kingfisher,https://inaturalist-open-data.s3.amazonaws.com/photos/24008/small.jpg,11a8d437e388fed875d9a219d741eb5e206f7faa.jpg
Gray-headed Kingfisher,https://inaturalist-open-data.s3.amazonaws.com/photos/24006/small.jpg,76aec3cf0f3fce4c34cfcc61624f5e06402c6a68.jpg
Woodland Kingfisher,https://inaturalist-open-data.s3.amazonaws.com/photos/24010/small.jpg,cd9f3e8e73327923d8399f35754237a02d597e46.jpg
Mangrove Kingfisher,https://inaturalist-open-data.s3.amazonaws.com/photos/632917/small.jpg,648f91c80870c73be25d74ebcb10f624d78e5afb.jpg
Shining-blue Kingfisher,https://inaturalist-open-data.s3.amazonaws.com/photos/215240/small.jpg,9999b014ba15b42a60317ce0861b133be004341d.jpg
Half-collared Kingfisher,https://inaturalist-open-data.s3.amazonaws.com/photos/324776/small.jpg,b4011eb0ab7fa05f9445dc3efd89cf0204b4becd.jpg
Pied Kingfisher,https://inaturalist-open-data.s3.amazonaws.com/photos/680631/small.jpg,6ea014e5b088822fcd2c0fac17a9ea12718ab79c.jpg
Crowned Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/25794/small.jpg,eed213389039fe540f8f9ee40387391f853beac4.jpg
Von der Decken's Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/33620/small.jpg,7affbe5c33149460f93f42b7634ee6570e0c082c.jpg
Red-billed Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/63686/small.jpg,fcf4559ddc6e8d70b1fbc5b4b6ff51feb0daed04.jpg
African Pied Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/16525/small.jpg,72d04a99af3ee4cac152ec664c5ebc54dda9e0f7.jpg
Eastern Yellow-bellied Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/645164/small.jpg,d06ff2ca0b8ddd30c93369ce957d1edd7ee45577.jpg
Hemprich's Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/645870/small.jpg,e01aacef2796bda77fbc3747af0d9a04b18e7083.jpg
Jackson's Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/645874/small.jpg,eda05aaa910021d71d43eda9373bdaa20c820eeb.jpg
African Grey Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/82082/small.jpg,7f700165f3408fe8a2c666e20b17301e6eb05932.jpg
Northern Ground Hornbill,https://inaturalist-open-data.s3.amazonaws.com/photos/3665/small.jpg,f8af7ec1343d91c30715aace5b89b6868acbbdeb.jpg
Cape Turtle Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/22745/small.jpg,eb3893d4a70f20da18ebec2e78ca802fb3ccfd6f.jpg
African Mourning Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/137050/small.jpg,af2238f5dbe86064956286c0d7db43f2e591bd9b.jpg
Dusky Turtle-Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/220404/small.jpg,234e4ad23ab2bf43a1fadd8148fc6b1661e61524.jpg
White-winged Collared-Dove,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Red-eyed Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/20792/small.jpg,980fec074e54576ea566d2943c941a660f19fd96.jpg
Vinaceous Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/350955/small.jpg,5a1c7c39edf4a6c854fc8b1bac550fa270ebe514.jpg
Rameron Pigeon,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Delegorgue's Pigeon,https://inaturalist-open-data.s3.amazonaws.com/photos/220408/small.jpg,89500344374aa8ed86e691e0a7dbe6c2a50cc6eb.jpg
Speckled Pigeon,https://inaturalist-open-data.s3.amazonaws.com/photos/22746/small.jpg,adc4c24f7f6daad78909a4d93018b2164c82b1e3.jpg
Black-billed Wood-Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/711005/small.jpg,22a24ba64a01db9e61a736d0297c6480efe4504b.jpg
Blue-spotted Wood-Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/800057/small.jpg,a16fc4baf53a668dc8d6deca3e0549c347eee138.jpg
Emerald-spotted Wood-Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/171772/small.jpg,3c289ba697f59cfa1610ee65a7d71133aff11dbf.jpg
Tambourine Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/708932/small.jpg,f5d9efba7b67c1cadc41816804b7f5f92e603693.jpg
African Green Pigeon,https://inaturalist-open-data.s3.amazonaws.com/photos/25745/small.jpg,68517a05adfcd1c1f411db65662f36fa5be7c94e.jpg
Bruce's Green-Pigeon,https://inaturalist-open-data.s3.amazonaws.com/photos/135844/small.jpg,b2cf56f24c6dc2fd6eb0001c861fc45e2adb5f54.jpg
Namaqua Dove,https://inaturalist-open-data.s3.amazonaws.com/photos/46720/small.jpg,602641edca63109e09e2bc476b73b2d0682316c3.jpg
Blue-naped Mousebird,https://inaturalist-open-data.s3.amazonaws.com/photos/657294/small.jpg,c4e3b44839499b2952648257d4a2f6c50d5bde59.jpg
White-headed Mousebird,https://inaturalist-open-data.s3.amazonaws.com/photos/863784/small.jpg,e73c28f1e89df72858d91f879af8cf43992cea6d.jpg
Speckled Mousebird,https://inaturalist-open-data.s3.amazonaws.com/photos/161352/small.jpg,72efd7e6980eb4084a086e39c9601878223e5713.jpg
Abdim's Stork,https://inaturalist-open-data.s3.amazonaws.com/photos/228937/small.jpg,3d52cac925d6aac415d4b4c519dee09b05bee505.jpg
White Stork,https://inaturalist-open-data.s3.amazonaws.com/photos/104665/small.jpg,62f3e4a7d360893b067c5cc0eaa42369c98a5dc1.jpg
Woolly-necked Stork,https://inaturalist-open-data.s3.amazonaws.com/photos/152467/small.jpg,8704fe941a3b00031b9a220a2343b44d29879109.jpg
Black Stork,https://inaturalist-open-data.s3.amazonaws.com/photos/55237/small.jpg,8cf4203f025b68de94ea1d4d1f4f13e372a8f6a7.jpg
Yellow-billed Stork,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Saddle-billed Stork,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
African Openbilled Stork,https://inaturalist-open-data.s3.amazonaws.com/photos/21248/small.jpg,26814ef1feb4122323981ac74b4d558e98a0f125.jpg
Little Crake,https://inaturalist-open-data.s3.amazonaws.com/photos/8819/small.jpg,4cdef2ab3d12772b1feddc808a8f24fe9fa858fe.jpg
Spotted Crake,https://inaturalist-open-data.s3.amazonaws.com/photos/8817/small.jpg,c4ba43cf0cf7ca3fd186493481700517b635c564.jpg
Baillon's Crake,https://inaturalist-open-data.s3.amazonaws.com/photos/232373/small.jpg,8ca8818d89509572639a4dfe1a5dbd697b70fad4.jpg
Black Crake,https://inaturalist-open-data.s3.amazonaws.com/photos/56392/small.jpg,1d0fe023431e0e63a4ef5d9327f465ae5e3cc3d8.jpg
African Rail,https://inaturalist-open-data.s3.amazonaws.com/photos/324778/small.jpg,1bab5765f11215712a254f63cd3bfba22f0ba2f7.jpg
Lesser Moorhen,https://inaturalist-open-data.s3.amazonaws.com/photos/648314/small.jpg,ed7a01d61b5b5cd20db76a75f40493b4ceca81e1.jpg
Corn Crake,https://inaturalist-open-data.s3.amazonaws.com/photos/8801/small.jpg,d31a71c9b3f01b4513fef162b35119e17a116929.jpg
Red-knobbed Coot,https://inaturalist-open-data.s3.amazonaws.com/photos/8795/small.jpg,269cdf54fed711892ef6a5736a5099b4077bdd1c.jpg
Allen's Gallinule,https://inaturalist-open-data.s3.amazonaws.com/photos/648318/small.jpg,1e1e1334a74b112c3777c7bb4a98bdf481117782.jpg
Purple Swamphen,https://inaturalist-open-data.s3.amazonaws.com/photos/7223/small.jpg,ca8f76e1df067653a646aa5594ff30d61dcc655a.jpg
Striped Crake,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Black Crowned-Crane,https://inaturalist-open-data.s3.amazonaws.com/photos/87603/small.jpg,59ae0c169bb173b75e8410d727441cd333e7ce36.jpg
Grey Crowned Crane,https://inaturalist-open-data.s3.amazonaws.com/photos/5752/small.jpg,eac26877da3a29f1dbc0f0d07472e12d69042e42.jpg
Striped Flufftail,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Streaky-breasted Flufftail,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Buff-spotted Flufftail,https://inaturalist-open-data.s3.amazonaws.com/photos/171768/small.jpg,5678be06b847a674b1a760f4570e9863448b6b7f.jpg
White-spotted Flufftail,https://inaturalist-open-data.s3.amazonaws.com/photos/171767/small.jpg,62309631344833384da17896fc04635cf7c82911.jpg
Red-chested Flufftail,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
African Finfoot,https://inaturalist-open-data.s3.amazonaws.com/photos/860506/small.jpg,4ee6456054f367f3c95ee642b2286026e073fd9b.jpg
Sabine's Spinetail,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Little Swift,https://inaturalist-open-data.s3.amazonaws.com/photos/22792/small.jpg,27df54d689a0e9146d95561d49d1a4dbed354f2a.jpg
Common Swift,https://inaturalist-open-data.s3.amazonaws.com/photos/8978/small.jpg,ecab484de048eaac27808aad5c4e5c91eb7bbf16.jpg
Forbes-Watson's Swift,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
White-rumped Swift,https://inaturalist-open-data.s3.amazonaws.com/photos/35014/small.jpg,91200a18a8bdb2c6f5976558589b60c7e6002b02.jpg
Nyanza Swift,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
African Palm-Swift,https://inaturalist-open-data.s3.amazonaws.com/photos/143939/small.jpg,c1fa2c2979e30548ee7064053510fa6dfd4d9c3a.jpg
Bat-like Spinetail,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Scarce Swift,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Mottled Spinetail,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Stone Partridge,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Helmeted Guineafowl,https://inaturalist-open-data.s3.amazonaws.com/photos/8758/small.jpg,fb6a44453527b548bf2f3dafb772ce01c5e100d4.jpg
Crested Guineafowl,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Vulturine Guineafowl,https://inaturalist-open-data.s3.amazonaws.com/photos/10605/small.jpg,5eba08536822bb7e318579f2bc2a89e77bdc91eb.jpg
Red-necked Francolin,https://inaturalist-open-data.s3.amazonaws.com/photos/33616/small.jpg,74bc78234ee17d9f400dc924b55e7f09047d169c.jpg
Chestnut-naped Francolin,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Clapperton's Francolin,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Coqui Francolin,https://inaturalist-open-data.s3.amazonaws.com/photos/5844/small.jpg,88291f06ec30c9d85c792c8f97db8884096a0617.jpg
Hildebrandt's Francolin,https://inaturalist-open-data.s3.amazonaws.com/photos/776673/small.jpg,8377d00b1b7812badc5e4b7ab05c5b03305d0989.jpg
Jackson's Francolin,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Yellow-necked Francolin,https://inaturalist-open-data.s3.amazonaws.com/photos/33621/small.jpg,cb6f3f27adc984bbeda74538e7930d11e8583005.jpg
Red-wing Francolin,https://inaturalist-open-data.s3.amazonaws.com/photos/730057/small.jpg,97d001cb0b77d99d91bb4727fda6c16592cb6d00.jpg
Moorland Francolin,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Crested Francolin,https://inaturalist-open-data.s3.amazonaws.com/photos/33622/small.jpg,b1d78524583876989dcf7ffed69cd16d36310942.jpg
Shelley's Francolin,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
