species,image_url,image_filename
Scaly Francolin,https://inaturalist-open-data.s3.amazonaws.com/photos/776670/small.jpg,8c02fbfdefc243647a085dd1f5929e833a3f6b54.jpg
Ring-necked Francolin,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Common Quail,https://inaturalist-open-data.s3.amazonaws.com/photos/8821/small.jpg,b2006626e050c3b80658a92696975d02a14287eb.jpg
Harlequin Quail,https://inaturalist-open-data.s3.amazonaws.com/photos/6148/small.jpg,b49edbf853e81fdac8898e2ae583ccec3fc97089.jpg
Egyptian Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/801857/small.jpg,91a795b2210e16e7cf0dc412fd4ea777f68c97bc.jpg
Sanderling,https://inaturalist-open-data.s3.amazonaws.com/photos/4803/small.jpg,c2d1fd50eaed9bc0a4c0e1a3053fa82b8375e3d7.jpg
Curlew Sandpiper,https://inaturalist-open-data.s3.amazonaws.com/photos/16919/small.jpg,2b7ebfeb2620acbaffefc08f713e8a08411ff243.jpg
Little Stint,https://inaturalist-open-data.s3.amazonaws.com/photos/16914/small.jpg,90ec11a83b695fee3ccb9568bd3acc37db6fb40b.jpg
Temminck's Stint,https://inaturalist-open-data.s3.amazonaws.com/photos/16913/small.jpg,f2ae53494840c65ad7b38eaee8c8554d16d9cf0d.jpg
Spotted Redshank,https://inaturalist-open-data.s3.amazonaws.com/photos/16921/small.jpg,2599f2440fd27c1b3f6a5f502e2b948fb540db78.jpg
Wood Sandpiper,https://inaturalist-open-data.s3.amazonaws.com/photos/26048/small.jpg,d06707668dc95bce2e195823733bcb49043a5c57.jpg
Common Greenshank,https://inaturalist-open-data.s3.amazonaws.com/photos/3580/small.jpg,13b1a1a3cde069f55532f6d3a04c96b3f2ebd8c3.jpg
Green Sandpiper,https://inaturalist-open-data.s3.amazonaws.com/photos/8829/small.jpg,944e2ba2f78fe02eb5a74df4de70b510d178a0b6.jpg
Marsh Sandpiper,https://inaturalist-open-data.s3.amazonaws.com/photos/16920/small.jpg,d540d4269d5d14a53fb575d6b4f6a6d58de59a95.jpg
Common Redshank,https://inaturalist-open-data.s3.amazonaws.com/photos/5641/small.jpg,aad022ec924d2d491e5c33ba28427cceed11f482.jpg
Eurasian Curlew,https://inaturalist-open-data.s3.amazonaws.com/photos/6081/small.jpg,9fe449bf8b332b56bc13d099fb5d710ccceea614.jpg
Whimbrel,https://inaturalist-open-data.s3.amazonaws.com/photos/4281/small.jpg,2a712fe19b3292424d6d307f70ef68fe274b2404.jpg
Jack Snipe,https://inaturalist-open-data.s3.amazonaws.com/photos/65314/small.jpg,3470d92105c4192263444f97c59509ef3f2d4cb4.jpg
Great Snipe,https://inaturalist-open-data.s3.amazonaws.com/photos/73946/small.jpg,33bedc1301ec8366607d30b40970d8f53382ae3a.jpg
African Snipe,https://inaturalist-open-data.s3.amazonaws.com/photos/99521/small.jpg,5ceffa43ddc752a5fdf56c02a7c2554de3d5c1c2.jpg
Ruddy Turnstone,https://inaturalist-open-data.s3.amazonaws.com/photos/7613/small.jpg,cd2836c232c6dd37f6f246ad280fb9f4ed584a46.jpg
Bar-tailed Godwit,https://inaturalist-open-data.s3.amazonaws.com/photos/8832/small.jpg,773cfaf3eb4d8aa77ac55ab18bc13c1e4aa94e23.jpg
Black-tailed Godwit,https://inaturalist-open-data.s3.amazonaws.com/photos/8837/small.jpg,f1cd211bc19dd8947c583b24046e6638c4e19aed.jpg
Terek Sandpiper,https://inaturalist-open-data.s3.amazonaws.com/photos/67447/small.jpg,1759335d7608a736eb0fe7f9956fde7890e3d1d8.jpg
Common Sandpiper,https://inaturalist-open-data.s3.amazonaws.com/photos/8839/small.jpg,acbe21de0861c16c5edbebcecda4231ebc20f487.jpg
Greater Painted-snipe,https://inaturalist-open-data.s3.amazonaws.com/photos/66498/small.jpg,3f68dd10fc923ad21884ba7451ff69fe7570eb8b.jpg
Herring Gull,https://inaturalist-open-data.s3.amazonaws.com/photos/382059/small.jpg,b939646d236a01453d559a5d4087abc8f92650c5.jpg
Lesser Black-backed Gull,https://inaturalist-open-data.s3.amazonaws.com/photos/8849/small.jpg,00f03f2677f243f6da1407abfba0219d24aeacf3.jpg
Roseate Tern,https://inaturalist-open-data.s3.amazonaws.com/photos/65315/small.jpg,92e656442b8627edfa2214e0bb52420e81d6a9ba.jpg
Common Tern,https://inaturalist-open-data.s3.amazonaws.com/photos/8932/small.jpg,332bdfcae3b240370c138f9a8315c8bfbac52bff.jpg
White-cheeked Tern,https://inaturalist-open-data.s3.amazonaws.com/photos/315198/small.jpg,99acd27a31a1605c80a65a47f1da73f283c53015.jpg
Black-naped Tern,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
African Skimmer,https://inaturalist-open-data.s3.amazonaws.com/photos/6283/small.jpg,07b2b736bcc095bcfb1d3c644bc9c359d1d484f3.jpg
White-winged Tern,https://inaturalist-open-data.s3.amazonaws.com/photos/26147/small.jpg,b6ba046e4f4d25a2e1e371c0a25e9f33c97e137d.jpg
African Jacana,https://inaturalist-open-data.s3.amazonaws.com/photos/8075/small.jpg,5a025837b1370276300fe06df2150160d5308005.jpg
Lesser Jacana,https://inaturalist-open-data.s3.amazonaws.com/photos/760190/small.jpg,3b2eb62cdf9fd2b706209fca93249df68cf44643.jpg
Cream-colored Courser,https://inaturalist-open-data.s3.amazonaws.com/photos/54686/small.jpg,9f5e32f1862dc4cec2d9441890c9d2ca0ece8f76.jpg
Temminck's Courser,https://inaturalist-open-data.s3.amazonaws.com/photos/650625/small.jpg,fd8183ca820b5b74af88edb1a64e00571cd6f965.jpg
Black-winged Pratincole,https://inaturalist-open-data.s3.amazonaws.com/photos/54682/small.jpg,2157d55e75aa501340a4b76266b27a3150d05c8f.jpg
Rock Pratincole,https://inaturalist-open-data.s3.amazonaws.com/photos/54681/small.jpg,a442ebffde95c89a18bd805ec58804c0e5cbdb6c.jpg
Madagascar Pratincole,https://inaturalist-open-data.s3.amazonaws.com/photos/54677/small.jpg,e25ef025e858ceb04c15ca7b01749a1910cda598.jpg
Collared Pratincole,https://inaturalist-open-data.s3.amazonaws.com/photos/54672/small.jpg,e854ef2f37f73f50f1f45380aa523e42e64b3944.jpg
Bronze-winged Courser,https://inaturalist-open-data.s3.amazonaws.com/photos/46721/small.jpg,332a16419386b16d1d4fd76a63d936267ca97aac.jpg
Three-banded Courser,https://inaturalist-open-data.s3.amazonaws.com/photos/54689/small.jpg,42b87513f6fc351670752faa52e22abf74a04517.jpg
Kentish Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/4777/small.jpg,679dea28cf007d0b420cfda2d36e2ee87e6895f4.jpg
Caspian Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/23634/small.jpg,a54b3a81303a0d4a68811b95cff4edefd8fe5349.jpg
Little Ringed Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/8957/small.jpg,0e05a213e4809b859eedf7ac822a98b237aaf52d.jpg
Common Ringed Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/8955/small.jpg,d8ca62b763f30b1332132c89a46c66aaf65ba5b6.jpg
Greater Sand Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/23625/small.jpg,eea1bc8d8d5473142e120f3a346e927029b267de.jpg
White-fronted Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/23636/small.jpg,d749f47eb647ca5dc9571ca880723bb6fd54ddc2.jpg
Lesser Sand-Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/23618/small.jpg,4ee7f67fefca96e0cae3a4fdccd5ba21297d0d37.jpg
Chestnut-banded Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/23632/small.jpg,9e2a472ede4647272a6a22bcb413eda605c90dff.jpg
Kittlitz's Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/23658/small.jpg,e19837a4c6cdbb115424fec828df217cbfa0b4d3.jpg
Three-banded Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/23638/small.jpg,e398325d6d3527b8b218fec1edb7b4c88ca6615a.jpg
Blacksmith Lapwing,https://inaturalist-open-data.s3.amazonaws.com/photos/7414/small.jpg,a0cc2b45b21e5955eaa9fbcd911992d4311ebc3a.jpg
Crowned Lapwing,https://inaturalist-open-data.s3.amazonaws.com/photos/7421/small.jpg,30c20b6fa06f024c623f18dc48b08c4e0a3f796a.jpg
Long-toed Lapwing,https://inaturalist-open-data.s3.amazonaws.com/photos/33171/small.jpg,06a13ceb99d7ad28efeceb5ed03c6b22ee72d23a.jpg
Senegal Lapwing,https://inaturalist-open-data.s3.amazonaws.com/photos/291990/small.jpg,7da2b64bce8e951d8bec9aaa7f0e358cf644063f.jpg
Black-winged Lapwing,https://inaturalist-open-data.s3.amazonaws.com/photos/633508/small.jpg,d255e04ac1f20890bf019f3222065657ea746a87.jpg
African Wattled Lapwing,https://inaturalist-open-data.s3.amazonaws.com/photos/31892/small.jpg,1ed2fcd9ae6490a55fb0a10447de837f2a4f9891.jpg
Spur-winged Lapwing,https://inaturalist-open-data.s3.amazonaws.com/photos/8192/small.jpg,e308aa2df215f8115eb5c89d9b5c0643d639c991.jpg
Brown-chested Lapwing,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Black-headed Lapwing,https://inaturalist-open-data.s3.amazonaws.com/photos/31907/small.jpg,a00ad8d4de9a16602bc60912d915204735750db8.jpg
Pacific Golden-Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/5800/small.jpg,e6f75fa56db74e81f63b3cf589ee807071948d2d.jpg
Black-bellied Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/5802/small.jpg,ec43ef345a20b22876fd911918f0426700ec5e7a.jpg
Spotted Thick-knee,https://inaturalist-open-data.s3.amazonaws.com/photos/171774/small.jpg,8b881cb24b67048953f0575cf9a4dd5be23c9503.jpg
Senegal Thick-knee,https://inaturalist-open-data.s3.amazonaws.com/photos/686360/small.jpg,107521b6044aed362fdf153450db29c250dc8e99.jpg
Water Thick-knee,https://inaturalist-open-data.s3.amazonaws.com/photos/666581/small.jpg,54f5bb594a1e4b0bb8aa641ab86e22b7479eda99.jpg
Crab Plover,https://inaturalist-open-data.s3.amazonaws.com/photos/3467/small.jpg,bd9650ddc4a09a3c889b01cd0916720ba9ffaba9.jpg
European Oystercatcher,https://inaturalist-open-data.s3.amazonaws.com/photos/4701/small.jpg,2f25e572540425a95af1e245a2953f2819426c50.jpg
Black-winged Stilt,https://inaturalist-open-data.s3.amazonaws.com/photos/3621/small.jpg,3e1d9c4686db212914b76cd5b77bd849c0b6a625.jpg
Pied Avocet,https://inaturalist-open-data.s3.amazonaws.com/photos/8186/small.jpg,6a12c7a0931d4262c1a784585e3ca571768f6378.jpg
Pomarine Jaeger,https://inaturalist-open-data.s3.amazonaws.com/photos/19752/small.jpg,f785734375d3db9f944174f779a9c944e83c5476.jpg
Great Crested Grebe,https://inaturalist-open-data.s3.amazonaws.com/photos/3247/small.jpg,929691bb81093f7525ca14c93e9f96b2aa2a4de9.jpg
Eared Grebe,https://inaturalist-open-data.s3.amazonaws.com/photos/1562/small.jpg,5a42f23ad6c20709d38b5b13665d4f7f522748bf.jpg
Little Grebe,https://inaturalist-open-data.s3.amazonaws.com/photos/8844/small.jpg,88178b26ce4a17c0c206798a05a4b82b1ea68ec6.jpg
Wedge-tailed Shearwater,https://inaturalist-open-data.s3.amazonaws.com/photos/20021/small.jpg,2544150ac713960c58031d35e88f88b6adc4c76b.jpg
Matsudaira's Storm-Petrel,https://inaturalist-open-data.s3.amazonaws.com/photos/232431/small.jpg,72071f360bd2630df65bd83b0914986501180fe4.jpg
Wilson's Storm-Petrel,https://inaturalist-open-data.s3.amazonaws.com/photos/17828/small.jpg,617f1c18d37b4f5246d5b8461ff2036587f61fc0.jpg
Black-bellied Storm-Petrel,https://inaturalist-open-data.s3.amazonaws.com/photos/232435/small.jpg,3c7b9f6c0be32ffcc4ec0532e37806196e65cb31.jpg
African Spoonbill,https://inaturalist-open-data.s3.amazonaws.com/photos/333406/small.JPG,8a385913a8bf117018fb88416c891123cdbbdc5c.jpg
African Sacred Ibis,https://inaturalist-open-data.s3.amazonaws.com/photos/29838/small.jpg,01c07923827b581cf0721022d33aff40ee7cf501.jpg
Hadada,https://inaturalist-open-data.s3.amazonaws.com/photos/20790/small.jpg,c701905d54bac23a9589bc8523cf702cbcb333ee.jpg
Olive Ibis,https://inaturalist-open-data.s3.amazonaws.com/photos/963671/small.jpg,750e61cc29051bab1ca5419dd55b508b1feec4d0.jpg
Glossy Ibis,https://inaturalist-open-data.s3.amazonaws.com/photos/149019/small.jpg,79bc10e98204be7302c61af2324c8fbbc152d86d.jpg
Hamerkop,https://inaturalist-open-data.s3.amazonaws.com/photos/7908/small.jpg,06078178b53d6d6aec8de14099581532aa71b210.jpg
Great White Pelican,https://inaturalist-open-data.s3.amazonaws.com/photos/16027/small.jpg,590fd7deea6ca1ccb89b8b13a4e7bc0ac592229f.jpg
Pink-backed Pelican,https://inaturalist-open-data.s3.amazonaws.com/photos/16030/small.jpg,6627916dd703b0399b3646993ff3456fdd8ca1c2.jpg
Black Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/21821/small.jpg,bdfb670c543443b1335bae33642c1d7e9bf06ddb.jpg
Little Egret,https://inaturalist-open-data.s3.amazonaws.com/photos/7789/small.jpg,a49fa4d60848b72af8789de9e979ccb0fcd5933a.jpg
Western Reef Egret,https://inaturalist-open-data.s3.amazonaws.com/photos/4936/small.jpg,537da08b2ffb8799db14c9a803185512174afab3.jpg
Grey Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/3573/small.jpg,5487be153684cfa08a90ad55c4a3d82bc01eb4b2.jpg
Goliath Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/7627/small.jpg,2615377efd0e60d00e1f3ee7d7c490a278368d73.jpg
Black-headed Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/7630/small.jpg,d9ed56538af0ecb66345731ccfafc76921c8bbef.jpg
Purple Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/7625/small.jpg,17f02dd3e83da4e9e2888a1e1c49115bde483568.jpg
Madagascar Pond Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/135677/small.jpg,97b9827b6eda27a072f56b1d4637a4f01ed8dbcb.jpg
Squacco Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/31944/small.jpg,556ea6ae780a98abd17e5343cdfedbc9b69307db.jpg
Rufous-bellied Heron,https://inaturalist-open-data.s3.amazonaws.com/photos/25786/small.jpg,baabf56766ec5b81644ad52ce54feb18104b1f55.jpg
Little Bittern,https://inaturalist-open-data.s3.amazonaws.com/photos/8859/small.jpg,7523eba9aac29db58cbc9ba15d98e17a761e47c0.jpg
Dwarf Bittern,https://inaturalist-open-data.s3.amazonaws.com/photos/89122/small.jpg,cde861f7d7ff4cb9252b43c92157b57c1b7a804f.jpg
Cattle Egret,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Intermediate Egret,https://inaturalist-open-data.s3.amazonaws.com/photos/776662/small.jpg,29cdc9ef75c03e92e486ad559b49a2baf12181c4.jpg
White-backed Night-heron,https://inaturalist-open-data.s3.amazonaws.com/photos/732764/small.jpg,8a181f412b9d03e087ae2d77068d802d41229f30.jpg
Shoebill,https://inaturalist-open-data.s3.amazonaws.com/photos/16032/small.jpg,48890edf25b543732d6daa382117a952898be090.jpg
Lesser Kestrel,https://inaturalist-open-data.s3.amazonaws.com/photos/665540/small.jpg,35c1e69bee65343bea816426a63cce21430fc465.jpg
Amur Falcon,https://inaturalist-open-data.s3.amazonaws.com/photos/19792/small.jpg,77cd593a2a9b4ed969c61f7aec29c2e8737aebc4.jpg
Grey Kestrel,https://inaturalist-open-data.s3.amazonaws.com/photos/665407/small.jpg,f8b33dfd78b68cb02de2c99e5d59395147b36816.jpg
Lanner Falcon,https://inaturalist-open-data.s3.amazonaws.com/photos/19788/small.jpg,4979c96185749e149be7daa27558367a17d35ffa.jpg
Saker Falcon,https://inaturalist-open-data.s3.amazonaws.com/photos/19794/small.jpg,346bc13082a3cfa2fe05174a5282d4a24ee85b25.jpg
Red-necked Falcon,https://inaturalist-open-data.s3.amazonaws.com/photos/19780/small.jpg,f0a06bf5cd488c4ea2f1a1de276b652c16723fd5.jpg
African Hobby,https://inaturalist-open-data.s3.amazonaws.com/photos/188605/small.jpg,22757056b7be1e5d577c7ca4f118c79659d0f7bb.jpg
Dickinson's Kestrel,https://inaturalist-open-data.s3.amazonaws.com/photos/961887/small.jpg,88e3a0e5ec7679be4a47d055e6f08ac2896174e5.jpg
Taita Falcon,https://inaturalist-open-data.s3.amazonaws.com/photos/782451/small.jpg,c30382f2694d34b79c4c066a6a05d6fdc332d847.jpg
Peregrine Falcon,https://inaturalist-open-data.s3.amazonaws.com/photos/1022/small.jpg,1f238932ec998e3b96b7a5d16b63df96aecde4b7.jpg
Greater Kestrel,https://inaturalist-open-data.s3.amazonaws.com/photos/43717/small.jpg,f9fe8dc45a80c5905ec2854bde67dcd8fc53362f.jpg
Eurasian Kestrel,https://inaturalist-open-data.s3.amazonaws.com/photos/8853/small.jpg,97d9cb49233a7847fc200d7e5e330e51b7cd161c.jpg
Red-footed Falcon,https://inaturalist-open-data.s3.amazonaws.com/photos/19777/small.jpg,445b967ca735697f51e146b8e9da870389df408a.jpg
African Pygmy Falcon,https://inaturalist-open-data.s3.amazonaws.com/photos/782457/small.jpg,82012d4e0992eb13183b905eec29e7cfbe7e2c11.jpg
Fulvous Whistling-Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/9159/small.jpg,f074249b1b462a64e6c79061aae52925ca6f94a7.jpg
White-faced Whistling Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/21846/small.jpg,62bbb6a457a18456d3d29746d513bc5b50f184c8.jpg
White-backed Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/135982/small.jpg,c3909ad2c88638962783b07dae75cc9f722723aa.jpg
Cape Teal,https://inaturalist-open-data.s3.amazonaws.com/photos/782508/small.jpg,4587a771a72673103eb328119771f1f69f0774ea.jpg
Green-winged Teal,https://inaturalist-open-data.s3.amazonaws.com/photos/1768/small.jpg,e1429a7ac75013cf27291df609e5da8c81026afa.jpg
Red-billed Teal,https://inaturalist-open-data.s3.amazonaws.com/photos/669087/small.jpg,e09aec89d9334431203445678733fbf283493f37.jpg
Hottentot Teal,https://inaturalist-open-data.s3.amazonaws.com/photos/164325/small.jpg,55d27118dadd625df4d963fc78bb83cd0168030d.jpg
Eurasian Wigeon,https://inaturalist-open-data.s3.amazonaws.com/photos/993/small.jpg,acde136a919d189c58defd7f21b17973543b3ba6.jpg
Mallard,https://inaturalist-open-data.s3.amazonaws.com/photos/1106/small.jpg,fcdaad21ac4476ec2757847a50a60e642bf78dca.jpg
Garganey,https://inaturalist-open-data.s3.amazonaws.com/photos/8980/small.jpg,b519bccf13fa55ddb80777a96968d52f1c7ddbed.jpg
African Black Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/164319/small.jpg,1da008ea3c71bbc2029baa0f9ffb8c56ccdc31d8.jpg
Gadwall,https://inaturalist-open-data.s3.amazonaws.com/photos/1882/small.jpg,fd0490439fedcc6b07b6b7d4df2c60d1bc001e0b.jpg
yellow-billed duck,https://inaturalist-open-data.s3.amazonaws.com/photos/26122/small.jpg,6e6675d64c65c1aea85f6ba3616c52b6e5f8259a.jpg
Common Pochard,https://inaturalist-open-data.s3.amazonaws.com/photos/8985/small.jpg,524c58195b8096adf4943ca1cbb544b6b136a036.jpg
Tufted Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/1377/small.jpg,24b20c3ac742f2eaeb5b34f3abb82f53f28b526d.jpg
Maccoa Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/21992/small.jpg,5c7111aff65d874c4abbf31f5d4da5810b1f9dab.jpg
Southern Pochard,https://inaturalist-open-data.s3.amazonaws.com/photos/309899/small.jpg,1b2356bed4bbeab23bdeee05416ed574d561be41.jpg
African Pygmy-Goose,https://inaturalist-open-data.s3.amazonaws.com/photos/103688/small.jpg,c595dc4ebf4f639bef24cdc1d07b2bcc22766dc2.jpg
Spur-winged Goose,https://inaturalist-open-data.s3.amazonaws.com/photos/32048/small.jpg,c70d0c511297a3d613532f14db9a92e15ad37585.jpg
Comb Duck,https://inaturalist-open-data.s3.amazonaws.com/photos/31942/small.jpg,b1ccf1e40adc28589173ee8348fcfe202924b598.jpg
Eastern Imperial Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/26266/small.jpg,856ad27e1221da7ceaf265096e4f404dc9b4d264.jpg
Steppe Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/26276/small.jpg,d40c30bab022376340e50230dde5115470ae80bb.jpg
Tawny Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/26272/small.jpg,043ff7051645830a9cfee9d56d4f3398ada2842b.jpg
Verreaux's Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/148457/small.jpg,9055be5577b6415a357064fd1cb02cc873ce4c60.jpg
Shikra,https://inaturalist-open-data.s3.amazonaws.com/photos/26284/small.jpg,b3cd96f1ac55de57436b90b0ee61d66047fa3daf.jpg
Levant Sparrowhawk,https://inaturalist-open-data.s3.amazonaws.com/photos/1004687/small.jpg,758e43a1b02ce7af9e4bfef3a9863291de1d54cd.jpg
Black Goshawk,https://inaturalist-open-data.s3.amazonaws.com/photos/188587/small.jpg,30795bb31000e2e387a4ecb1bd48797ac1565e25.jpg
Little Sparrowhawk,https://inaturalist-open-data.s3.amazonaws.com/photos/756972/small.jpg,bef49940092d13c6f9902690441d8bfe29fe11f8.jpg
Eurasian Sparrowhawk,https://inaturalist-open-data.s3.amazonaws.com/photos/6932/small.jpg,06cf0bf0fac9ee97d94215043ddbc28aecf1754d.jpg
Ovampo Sparrowhawk,https://inaturalist-open-data.s3.amazonaws.com/photos/188586/small.jpg,a8a01d463f7e5b1c3fb9530ec75bf49dcdbd3e02.jpg
Rufous-chested Sparrowhawk,https://inaturalist-open-data.s3.amazonaws.com/photos/188588/small.jpg,a1d4a11e9c568ab5fe055a23a19aae26240a492f.jpg
African Goshawk,https://inaturalist-open-data.s3.amazonaws.com/photos/188584/small.jpg,263cb6f57ea7eacfe8302d8179a703586fda7218.jpg
Ayres's Hawk-Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/188589/small.jpg,6cd646e203319af6104eb1476cb7244824838c60.jpg
Western Marsh-Harrier,https://inaturalist-open-data.s3.amazonaws.com/photos/39834/small.jpg,0ee18be526d870db0f2028067d0467db085d8be5.jpg
Pale Harrier,https://inaturalist-open-data.s3.amazonaws.com/photos/26299/small.jpg,2ab19af7af828e08c07aecabf46de00d090f15a1.jpg
Montagu's Harrier,https://inaturalist-open-data.s3.amazonaws.com/photos/8974/small.jpg,12435c73ee4c3aa57a4ed4fcc65ad333b8bacd2f.jpg
African Marsh-Harrier,https://inaturalist-open-data.s3.amazonaws.com/photos/188591/small.jpg,6220d03e78a1ea7e2b95151274101e2e2f5c554f.jpg
Augur Buzzard,https://inaturalist-open-data.s3.amazonaws.com/photos/33147/small.jpg,13cadab371fa203501f280b7fffe113464e0b9ac.jpg
Common Buzzard,https://inaturalist-open-data.s3.amazonaws.com/photos/8862/small.jpg,51907dd7788c00abac82d703a0f2639108596ce8.jpg
Mountain Buzzard,https://inaturalist-open-data.s3.amazonaws.com/photos/770127/small.jpg,8f790a28e58a49a865e4e62bc63853a3a658f823.jpg
Long-legged Buzzard,https://inaturalist-open-data.s3.amazonaws.com/photos/26297/small.jpg,17ce52f5a08fcfffe94a6a88b79b255311ddefd8.jpg
Bateleur,https://inaturalist-open-data.s3.amazonaws.com/photos/767149/small.jpg,46b76f13c071b27f138905fff8778fda5357d9ff.jpg
Banded Snake-Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/188595/small.jpg,1f200da23cfe519f3d46c79690a1278969c6bb3a.jpg
Brown Snake Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/26040/small.jpg,8a35a911940d1a5f0699aa0c88f1558d0cb7a670.jpg
Fasciated Snake Eagle,https://www.inaturalist.org/assets/iconic_taxa/aves-75px.png,767f6ed1267c8b7694ddb6cb4203ad5c20484929.jpg
Short-toed Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/1004677/small.jpg,09b2472cc749415c23c863f2a83d5148b568119c.jpg
Black-breasted Snake Eagle,https://inaturalist-open-data.s3.amazonaws.com/photos/44932/small.jpg,610dade11602c9704884adc3f2a1083f72878fc1.jpg
African Harrier-Hawk,https://inaturalist-open-data.s3.amazonaws.com/photos/188599/small.jpg,1d0bd3b37205118dee528bca483b050889f1f700.jpg
African Cuckoo-Hawk,https://inaturalist-open-data.s3.amazonaws.com/photos/33683/small.jpg,93ca05eb70d6ef330082fdce8b22f438d2d2e981.jpg
Black Kite,https://inaturalist-open-data.s3.amazonaws.com/photos/3836/small.jpg,7763db8c56420847e72f9016bdb6f3a6aa52a06d.jpg
